"Method","DupRate","LossRate","InputType","Replicate","Error"
"A-Pro","0",1,"Input: true",36,0.0369556495454162
"MulRF","0.2",1,"Input: true",36,0.132074516471475
"DupTree","0.2",1,"Input: true",36,0.0847840909147635
"A-Pro","0.2",1,"Input: true",36,0.0450999076105654
"MulRF","1",1,"Input: true",36,0.103013412784785
"DupTree","1",1,"Input: true",36,0.0632321022218093
"A-Pro","1",1,"Input: true",36,0.0591610411833972
"MulRF","2",1,"Input: true",36,0.120491830706596
"DupTree","2",1,"Input: true",36,0.0857228605309501
"A-Pro","2",1,"Input: true",36,0.0538478709571063
"MulRF","5",1,"Input: true",36,0.163594307992607
"DupTree","5",1,"Input: true",36,0.0549757245928049
"A-Pro","5",1,"Input: true",36,0.0557929205149412
"MulRF","0",0,"Input: Est. (100bp)",37,0.137361020650715
"DupTree","0",0,"Input: Est. (100bp)",37,0.0801858661929146
"A-Pro","0",0,"Input: Est. (100bp)",37,0.0565327766444534
"MulRF","0.2",0,"Input: Est. (100bp)",37,0.104205583445728
"DupTree","0.2",0,"Input: Est. (100bp)",37,0.0924269738025032
"A-Pro","0.2",0,"Input: Est. (100bp)",37,0.0228700991533697
"MulRF","1",0,"Input: Est. (100bp)",37,0.104279031716287
"DupTree","1",0,"Input: Est. (100bp)",37,0.0698551504756324
"A-Pro","1",0,"Input: Est. (100bp)",37,0.0568236137367785
"MulRF","2",0,"Input: Est. (100bp)",37,0.17917514802888
"DupTree","2",0,"Input: Est. (100bp)",37,0.0695743364747614
"A-Pro","2",0,"Input: Est. (100bp)",37,0.0305298376083374
"MulRF","5",0,"Input: Est. (100bp)",37,0.162044276129454
"DupTree","5",0,"Input: Est. (100bp)",37,0.0555342101375572
"A-Pro","5",0,"Input: Est. (100bp)",37,0.0413554380647838
"MulRF","0",0.1,"Input: Est. (100bp)",37,0.15421480698511
"DupTree","0",0.1,"Input: Est. (100bp)",37,0.0876708567608148
"A-Pro","0",0.1,"Input: Est. (100bp)",37,0.0519992526620626
"MulRF","0.2",0.1,"Input: Est. (100bp)",37,0.160067039038986
"DupTree","0.2",0.1,"Input: Est. (100bp)",37,0.0689821311156266
"A-Pro","0.2",0.1,"Input: Est. (100bp)",37,0.034119734922424
"MulRF","1",0.1,"Input: Est. (100bp)",37,0.168140009045601
"DupTree","1",0.1,"Input: Est. (100bp)",37,0.0754002554458566
"A-Pro","1",0.1,"Input: Est. (100bp)",37,0.0201553529221565
"MulRF","2",0.1,"Input: Est. (100bp)",37,0.163626016546041
"DupTree","2",0.1,"Input: Est. (100bp)",37,0.0661006977199577
"A-Pro","2",0.1,"Input: Est. (100bp)",37,0.0299161874875426
"MulRF","5",0.1,"Input: Est. (100bp)",37,0.150307860616595
"DupTree","5",0.1,"Input: Est. (100bp)",37,0.0508015821571462
"A-Pro","5",0.1,"Input: Est. (100bp)",37,0.0465524391364306
"MulRF","0",0.5,"Input: Est. (100bp)",37,0.177930623125285
"DupTree","0",0.5,"Input: Est. (100bp)",37,0.0823331196443178
"A-Pro","0",0.5,"Input: Est. (100bp)",37,0.0261386669892818
"MulRF","0.2",0.5,"Input: Est. (100bp)",37,0.131583103630692
"DupTree","0.2",0.5,"Input: Est. (100bp)",37,0.067040859349072
"A-Pro","0.2",0.5,"Input: Est. (100bp)",37,0.027860533092171
"MulRF","1",0.5,"Input: Est. (100bp)",37,0.13010689387098
"DupTree","1",0.5,"Input: Est. (100bp)",37,0.0533055250300095
"A-Pro","1",0.5,"Input: Est. (100bp)",37,0.0336144126579165
"MulRF","2",0.5,"Input: Est. (100bp)",37,0.117086384780705
"DupTree","2",0.5,"Input: Est. (100bp)",37,0.0800404626061209
"A-Pro","2",0.5,"Input: Est. (100bp)",37,0.0245679488312453
"MulRF","5",0.5,"Input: Est. (100bp)",37,0.152650523111224
"DupTree","5",0.5,"Input: Est. (100bp)",37,0.0841990907560103
"A-Pro","5",0.5,"Input: Est. (100bp)",37,0.026595877930522
"MulRF","0",1,"Input: Est. (100bp)",37,0.132052415348589
"DupTree","0",1,"Input: Est. (100bp)",37,0.0988161631743424
"A-Pro","0",1,"Input: Est. (100bp)",37,0.0334452249575406
"MulRF","0.2",1,"Input: Est. (100bp)",37,0.119842771384865
"DupTree","0.2",1,"Input: Est. (100bp)",37,0.0547063715639524
"A-Pro","0.2",1,"Input: Est. (100bp)",37,0.0362305902969092
"MulRF","1",1,"Input: Est. (100bp)",37,0.143221749234945
"DupTree","1",1,"Input: Est. (100bp)",37,0.0671501256292686
"A-Pro","1",1,"Input: Est. (100bp)",37,0.0447694534529
"MulRF","2",1,"Input: Est. (100bp)",37,0.114112259931862
"DupTree","2",1,"Input: Est. (100bp)",37,0.065823389054276
"A-Pro","2",1,"Input: Est. (100bp)",37,0.0286332689877599
"MulRF","5",1,"Input: Est. (100bp)",37,0.167708872202784
"DupTree","5",1,"Input: Est. (100bp)",37,0.0882316265720874
"A-Pro","5",1,"Input: Est. (100bp)",37,0.0379940294008702
"MulRF","0",0,"Input: Est. (500bp)",37,0.108588233608752
"DupTree","0",0,"Input: Est. (500bp)",37,0.0949289767886512
"A-Pro","0",0,"Input: Est. (500bp)",37,0.047304167393595
"MulRF","0.2",0,"Input: Est. (500bp)",37,0.170189981553704
"DupTree","0.2",0,"Input: Est. (500bp)",37,0.0687631722423248
"A-Pro","0.2",0,"Input: Est. (500bp)",37,0.037094911346212
"MulRF","1",0,"Input: Est. (500bp)",37,0.121491986457258
"DupTree","1",0,"Input: Est. (500bp)",37,0.0997801251825877
"A-Pro","1",0,"Input: Est. (500bp)",37,0.0284646148886532
"MulRF","2",0,"Input: Est. (500bp)",37,0.16461961330846
"DupTree","2",0,"Input: Est. (500bp)",37,0.0712211316800676
"A-Pro","2",0,"Input: Est. (500bp)",37,0.026652834424749
"MulRF","5",0,"Input: Est. (500bp)",37,0.169728562328964
"DupTree","5",0,"Input: Est. (500bp)",37,0.0756919275852852
"A-Pro","5",0,"Input: Est. (500bp)",37,0.0446200470626354
"MulRF","0",0.1,"Input: Est. (500bp)",37,0.145936496611685
"DupTree","0",0.1,"Input: Est. (500bp)",37,0.066863977140747
"A-Pro","0",0.1,"Input: Est. (500bp)",37,0.0423791098874062
"MulRF","0.2",0.1,"Input: Est. (500bp)",37,0.111401853207499
"DupTree","0.2",0.1,"Input: Est. (500bp)",37,0.057806094631087
"A-Pro","0.2",0.1,"Input: Est. (500bp)",37,0.0361771192308515
"MulRF","1",0.1,"Input: Est. (500bp)",37,0.12118342846632
"DupTree","1",0.1,"Input: Est. (500bp)",37,0.0842425335315056
"A-Pro","1",0.1,"Input: Est. (500bp)",37,0.0588937828037888
"MulRF","2",0.1,"Input: Est. (500bp)",37,0.118192398864776
"DupTree","2",0.1,"Input: Est. (500bp)",37,0.0824270130251534
"A-Pro","2",0.1,"Input: Est. (500bp)",37,0.0203924251161516
"MulRF","5",0.1,"Input: Est. (500bp)",37,0.146784099079669
"DupTree","5",0.1,"Input: Est. (500bp)",37,0.0703452657675371
"A-Pro","5",0.1,"Input: Est. (500bp)",37,0.0531060621049255
"MulRF","0",0.5,"Input: Est. (500bp)",37,0.178133027106524
"DupTree","0",0.5,"Input: Est. (500bp)",37,0.0652730417903513
"A-Pro","0",0.5,"Input: Est. (500bp)",37,0.0311952086165547
"MulRF","0.2",0.5,"Input: Est. (500bp)",37,0.171936995759606
"DupTree","0.2",0.5,"Input: Est. (500bp)",37,0.0744746943935752
"A-Pro","0.2",0.5,"Input: Est. (500bp)",37,0.0596045733988285
"MulRF","1",0.5,"Input: Est. (500bp)",37,0.162501750327647
"DupTree","1",0.5,"Input: Est. (500bp)",37,0.0875800563837402
"A-Pro","1",0.5,"Input: Est. (500bp)",37,0.0375333533808589
"MulRF","2",0.5,"Input: Est. (500bp)",37,0.154973409995437
"DupTree","2",0.5,"Input: Est. (500bp)",37,0.0551164090400562
"A-Pro","2",0.5,"Input: Est. (500bp)",37,0.0376003311295062
"MulRF","5",0.5,"Input: Est. (500bp)",37,0.110839935988188
"DupTree","5",0.5,"Input: Est. (500bp)",37,0.0656833609449677
"A-Pro","5",0.5,"Input: Est. (500bp)",37,0.0378699189890176
"MulRF","0",1,"Input: Est. (500bp)",37,0.127898484896868
"DupTree","0",1,"Input: Est. (500bp)",37,0.0965807446511462
"A-Pro","0",1,"Input: Est. (500bp)",37,0.0416199036780745
"MulRF","0.2",1,"Input: Est. (500bp)",37,0.159795585088432
"DupTree","0.2",1,"Input: Est. (500bp)",37,0.0702953055966646
"A-Pro","0.2",1,"Input: Est. (500bp)",37,0.0540248436667025
"MulRF","1",1,"Input: Est. (500bp)",37,0.14259493323043
"DupTree","1",1,"Input: Est. (500bp)",37,0.0660481152473949
"A-Pro","1",1,"Input: Est. (500bp)",37,0.0553378206863999
"MulRF","2",1,"Input: Est. (500bp)",37,0.104810847453773
"DupTree","2",1,"Input: Est. (500bp)",37,0.0632834191783331
"A-Pro","2",1,"Input: Est. (500bp)",37,0.0298506764043123
"MulRF","5",1,"Input: Est. (500bp)",37,0.112509028669447
"DupTree","5",1,"Input: Est. (500bp)",37,0.0710455825552344
"A-Pro","5",1,"Input: Est. (500bp)",37,0.036812692778185
"MulRF","0",0,"Input: true",37,0.130446386206895
"DupTree","0",0,"Input: true",37,0.0634432963677682
"A-Pro","0",0,"Input: true",37,0.0594811042957008
"MulRF","0.2",0,"Input: true",37,0.140669505745173
"DupTree","0.2",0,"Input: true",37,0.0782079430064186
"A-Pro","0.2",0,"Input: true",37,0.0225414165202528
"MulRF","1",0,"Input: true",37,0.132773218359798
"DupTree","1",0,"Input: true",37,0.0572660696227104
"A-Pro","1",0,"Input: true",37,0.0307224909029901
"MulRF","2",0,"Input: true",37,0.154903363380581
"DupTree","2",0,"Input: true",37,0.0850410449085757
"A-Pro","2",0,"Input: true",37,0.0492128757201135
"MulRF","5",0,"Input: true",37,0.167120637334883
"DupTree","5",0,"Input: true",37,0.0559744677972049
"A-Pro","5",0,"Input: true",37,0.0276697782892734
"MulRF","0",0.1,"Input: true",37,0.128994788285345
"DupTree","0",0.1,"Input: true",37,0.0932990279863589
"A-Pro","0",0.1,"Input: true",37,0.0395567921921611
"MulRF","0.2",0.1,"Input: true",37,0.168160812184215
"DupTree","0.2",0.1,"Input: true",37,0.082507728273049
"A-Pro","0.2",0.1,"Input: true",37,0.0261443524528295
"MulRF","1",0.1,"Input: true",37,0.170043198131025
"DupTree","1",0.1,"Input: true",37,0.0682099534547888
"A-Pro","1",0.1,"Input: true",37,0.0334512112289667
"MulRF","2",0.1,"Input: true",37,0.131980868764222
"DupTree","2",0.1,"Input: true",37,0.0742467010975815
"A-Pro","2",0.1,"Input: true",37,0.0549181631114334
"MulRF","5",0.1,"Input: true",37,0.118503577485681
"DupTree","5",0.1,"Input: true",37,0.099786230979953
"A-Pro","5",0.1,"Input: true",37,0.0330336390715092
"MulRF","0",0.5,"Input: true",37,0.162117016185075
"DupTree","0",0.5,"Input: true",37,0.0568471033824608
"A-Pro","0",0.5,"Input: true",37,0.0581787602417171
"MulRF","0.2",0.5,"Input: true",37,0.138618126437068
"DupTree","0.2",0.5,"Input: true",37,0.0906702801235952
"A-Pro","0.2",0.5,"Input: true",37,0.0271064382325858
"MulRF","1",0.5,"Input: true",37,0.144054528400302
"DupTree","1",0.5,"Input: true",37,0.0604530000709929
"A-Pro","1",0.5,"Input: true",37,0.0239293474704027
"MulRF","2",0.5,"Input: true",37,0.15138066444546
"DupTree","2",0.5,"Input: true",37,0.0747779413824901
"A-Pro","2",0.5,"Input: true",37,0.0226092325057834
"MulRF","5",0.5,"Input: true",37,0.122546194586903
"DupTree","5",0.5,"Input: true",37,0.0984300784417428
"A-Pro","5",0.5,"Input: true",37,0.0243004922382534
"MulRF","0",1,"Input: true",37,0.130814359914511
"DupTree","0",1,"Input: true",37,0.0705295208608732
"A-Pro","0",1,"Input: true",37,0.0240154715068638
"MulRF","0.2",1,"Input: true",37,0.114664114210755
"DupTree","0.2",1,"Input: true",37,0.0568864537519403
"A-Pro","0.2",1,"Input: true",37,0.0566298224497586
"MulRF","1",1,"Input: true",37,0.165957530941814
"DupTree","1",1,"Input: true",37,0.0965862744022161
"A-Pro","1",1,"Input: true",37,0.0576949159707874
"MulRF","2",1,"Input: true",37,0.124798060767353
"DupTree","2",1,"Input: true",37,0.0622665343340486
"A-Pro","2",1,"Input: true",37,0.0578419670090079
"MulRF","5",1,"Input: true",37,0.169598810635507
"DupTree","5",1,"Input: true",37,0.074782670114655
"A-Pro","5",1,"Input: true",37,0.0574453086871654
"MulRF","0",0,"Input: Est. (100bp)",38,0.151503102220595
"DupTree","0",0,"Input: Est. (100bp)",38,0.0687737827189267
"A-Pro","0",0,"Input: Est. (100bp)",38,0.0374973842594773
"MulRF","0.2",0,"Input: Est. (100bp)",38,0.143242299221456
"DupTree","0.2",0,"Input: Est. (100bp)",38,0.0805573855875991
"A-Pro","0.2",0,"Input: Est. (100bp)",38,0.0538900535553694
"MulRF","1",0,"Input: Est. (100bp)",38,0.172323762178421
"DupTree","1",0,"Input: Est. (100bp)",38,0.0611493995413184
"A-Pro","1",0,"Input: Est. (100bp)",38,0.0482712709531188
"MulRF","2",0,"Input: Est. (100bp)",38,0.107400967031717
"DupTree","2",0,"Input: Est. (100bp)",38,0.0736189496237785
"A-Pro","2",0,"Input: Est. (100bp)",38,0.0488613034784794
"MulRF","5",0,"Input: Est. (100bp)",38,0.156257620770484
"DupTree","5",0,"Input: Est. (100bp)",38,0.0598842696868815
"A-Pro","5",0,"Input: Est. (100bp)",38,0.0584024042356759
"MulRF","0",0.1,"Input: Est. (100bp)",38,0.156306538246572
"DupTree","0",0.1,"Input: Est. (100bp)",38,0.0643133188597858
"A-Pro","0",0.1,"Input: Est. (100bp)",38,0.0438836360536516
"MulRF","0.2",0.1,"Input: Est. (100bp)",38,0.134334348160774
"DupTree","0.2",0.1,"Input: Est. (100bp)",38,0.0762228491716087
"A-Pro","0.2",0.1,"Input: Est. (100bp)",38,0.0268252657726407
"MulRF","1",0.1,"Input: Est. (100bp)",38,0.122579262554646
"DupTree","1",0.1,"Input: Est. (100bp)",38,0.0610235359636135
"A-Pro","1",0.1,"Input: Est. (100bp)",38,0.0202705093286932
"MulRF","2",0.1,"Input: Est. (100bp)",38,0.161778172310442
"DupTree","2",0.1,"Input: Est. (100bp)",38,0.082517664716579
"A-Pro","2",0.1,"Input: Est. (100bp)",38,0.0575336657930165
"MulRF","5",0.1,"Input: Est. (100bp)",38,0.152854670900851
"DupTree","5",0.1,"Input: Est. (100bp)",38,0.0993977491161786
"A-Pro","5",0.1,"Input: Est. (100bp)",38,0.0480055728834122
"MulRF","0",0.5,"Input: Est. (100bp)",38,0.15179645607248
"DupTree","0",0.5,"Input: Est. (100bp)",38,0.0634709758567624
"A-Pro","0",0.5,"Input: Est. (100bp)",38,0.0206083328742534
"MulRF","0.2",0.5,"Input: Est. (100bp)",38,0.156806875728071
"DupTree","0.2",0.5,"Input: Est. (100bp)",38,0.093969391961582
"A-Pro","0.2",0.5,"Input: Est. (100bp)",38,0.0466511843167245
"MulRF","1",0.5,"Input: Est. (100bp)",38,0.165605145357549
"DupTree","1",0.5,"Input: Est. (100bp)",38,0.0925577848218381
"A-Pro","1",0.5,"Input: Est. (100bp)",38,0.0427383974380791
"MulRF","2",0.5,"Input: Est. (100bp)",38,0.174489881526679
"DupTree","2",0.5,"Input: Est. (100bp)",38,0.058346175274346
"A-Pro","2",0.5,"Input: Est. (100bp)",38,0.0409999924246222
"MulRF","5",0.5,"Input: Est. (100bp)",38,0.169267698209733
"DupTree","5",0.5,"Input: Est. (100bp)",38,0.0889694752870128
"A-Pro","5",0.5,"Input: Est. (100bp)",38,0.0214418088272214
"MulRF","0",1,"Input: Est. (100bp)",38,0.164188548251987
"DupTree","0",1,"Input: Est. (100bp)",38,0.0709770127548836
"A-Pro","0",1,"Input: Est. (100bp)",38,0.0285367502272129
"MulRF","0.2",1,"Input: Est. (100bp)",38,0.111037859432399
"DupTree","0.2",1,"Input: Est. (100bp)",38,0.0721820935141295
"A-Pro","0.2",1,"Input: Est. (100bp)",38,0.0295453366171569
"MulRF","1",1,"Input: Est. (100bp)",38,0.14410108724609
"DupTree","1",1,"Input: Est. (100bp)",38,0.0988278277916834
"A-Pro","1",1,"Input: Est. (100bp)",38,0.0431687015481293
"MulRF","2",1,"Input: Est. (100bp)",38,0.130612600762397
"DupTree","2",1,"Input: Est. (100bp)",38,0.0749030854552984
"A-Pro","2",1,"Input: Est. (100bp)",38,0.0330991491768509
"MulRF","5",1,"Input: Est. (100bp)",38,0.142045022714883
"DupTree","5",1,"Input: Est. (100bp)",38,0.0575514980708249
"A-Pro","5",1,"Input: Est. (100bp)",38,0.0592381772585213
"MulRF","0",0,"Input: Est. (500bp)",38,0.112235302068293
"DupTree","0",0,"Input: Est. (500bp)",38,0.0718147622421384
"A-Pro","0",0,"Input: Est. (500bp)",38,0.0219759633764625
"MulRF","0.2",0,"Input: Est. (500bp)",38,0.165041998140514
"DupTree","0.2",0,"Input: Est. (500bp)",38,0.0979456012020819
"A-Pro","0.2",0,"Input: Est. (500bp)",38,0.0248210813757032
"MulRF","1",0,"Input: Est. (500bp)",38,0.146765825282782
"DupTree","1",0,"Input: Est. (500bp)",38,0.0530336925759912
"A-Pro","1",0,"Input: Est. (500bp)",38,0.0311928296182305
"MulRF","2",0,"Input: Est. (500bp)",38,0.130499401241541
"DupTree","2",0,"Input: Est. (500bp)",38,0.0934844701201655
"A-Pro","2",0,"Input: Est. (500bp)",38,0.0582694604527205
"MulRF","5",0,"Input: Est. (500bp)",38,0.104030822012573
"DupTree","5",0,"Input: Est. (500bp)",38,0.0556814168929122
"A-Pro","5",0,"Input: Est. (500bp)",38,0.0387003671657294
"MulRF","0",0.1,"Input: Est. (500bp)",38,0.167950674500316
"DupTree","0",0.1,"Input: Est. (500bp)",38,0.0619232214521617
"A-Pro","0",0.1,"Input: Est. (500bp)",38,0.0557908109016716
"MulRF","0.2",0.1,"Input: Est. (500bp)",38,0.127335417922586
"DupTree","0.2",0.1,"Input: Est. (500bp)",38,0.0699511204147711
"A-Pro","0.2",0.1,"Input: Est. (500bp)",38,0.0569291373342276
"MulRF","1",0.1,"Input: Est. (500bp)",38,0.116716526355594
"DupTree","1",0.1,"Input: Est. (500bp)",38,0.0866252859355882
"A-Pro","1",0.1,"Input: Est. (500bp)",38,0.0497286746557802
"MulRF","2",0.1,"Input: Est. (500bp)",38,0.139297438580543
"DupTree","2",0.1,"Input: Est. (500bp)",38,0.0711799163371325
"A-Pro","2",0.1,"Input: Est. (500bp)",38,0.0454052060190588
"MulRF","5",0.1,"Input: Est. (500bp)",38,0.120864109024405
"DupTree","5",0.1,"Input: Est. (500bp)",38,0.0626575843547471
"A-Pro","5",0.1,"Input: Est. (500bp)",38,0.0469513249769807
"MulRF","0",0.5,"Input: Est. (500bp)",38,0.123160689938813
"DupTree","0",0.5,"Input: Est. (500bp)",38,0.0844753156066872
"A-Pro","0",0.5,"Input: Est. (500bp)",38,0.0336523686721921
"MulRF","0.2",0.5,"Input: Est. (500bp)",38,0.14186012879014
"DupTree","0.2",0.5,"Input: Est. (500bp)",38,0.0786352862953208
"A-Pro","0.2",0.5,"Input: Est. (500bp)",38,0.0592962923180312
"MulRF","1",0.5,"Input: Est. (500bp)",38,0.163210095651448
"DupTree","1",0.5,"Input: Est. (500bp)",38,0.0609441908891313
"A-Pro","1",0.5,"Input: Est. (500bp)",38,0.0475246330350637
"MulRF","2",0.5,"Input: Est. (500bp)",38,0.107263760883361
"DupTree","2",0.5,"Input: Est. (500bp)",38,0.051951781695243
"A-Pro","2",0.5,"Input: Est. (500bp)",38,0.0263088728208095
"MulRF","5",0.5,"Input: Est. (500bp)",38,0.111247910037637
"DupTree","5",0.5,"Input: Est. (500bp)",38,0.0983819485059939
"A-Pro","5",0.5,"Input: Est. (500bp)",38,0.0508257029671222
"MulRF","0",1,"Input: Est. (500bp)",38,0.15261777497828
"DupTree","0",1,"Input: Est. (500bp)",38,0.0599452296970412
"A-Pro","0",1,"Input: Est. (500bp)",38,0.052483883202076
"MulRF","0.2",1,"Input: Est. (500bp)",38,0.139813056681305
"DupTree","0.2",1,"Input: Est. (500bp)",38,0.098956242040731
"A-Pro","0.2",1,"Input: Est. (500bp)",38,0.0534222858492285
"MulRF","1",1,"Input: Est. (500bp)",38,0.170985215008259
"DupTree","1",1,"Input: Est. (500bp)",38,0.0772378155495971
"A-Pro","1",1,"Input: Est. (500bp)",38,0.048535960111767
"MulRF","2",1,"Input: Est. (500bp)",38,0.144933086726815
"DupTree","2",1,"Input: Est. (500bp)",38,0.0989177247160114
"A-Pro","2",1,"Input: Est. (500bp)",38,0.0327011698484421
"MulRF","5",1,"Input: Est. (500bp)",38,0.150413652397692
"DupTree","5",1,"Input: Est. (500bp)",38,0.0782808026880957
"A-Pro","5",1,"Input: Est. (500bp)",38,0.0244143691193312
"MulRF","0",0,"Input: true",38,0.109541897941381
"DupTree","0",0,"Input: true",38,0.0996492341742851
"A-Pro","0",0,"Input: true",38,0.0312620045058429
"MulRF","0.2",0,"Input: true",38,0.166029326263815
"DupTree","0.2",0,"Input: true",38,0.0763563376618549
"A-Pro","0.2",0,"Input: true",38,0.0284794685523957
"MulRF","1",0,"Input: true",38,0.158487461917102
"DupTree","1",0,"Input: true",38,0.0912081726710312
"A-Pro","1",0,"Input: true",38,0.0316185871139169
"MulRF","2",0,"Input: true",38,0.12165898334235
"DupTree","2",0,"Input: true",38,0.0516222776263021
"A-Pro","2",0,"Input: true",38,0.0260429460089654
"MulRF","5",0,"Input: true",38,0.113495696038008
"DupTree","5",0,"Input: true",38,0.0803659531287849
"A-Pro","5",0,"Input: true",38,0.0293523448053747
"MulRF","0",0.1,"Input: true",38,0.151039409954101
"DupTree","0",0.1,"Input: true",38,0.0528296322212555
"A-Pro","0",0.1,"Input: true",38,0.0495968596450984
"MulRF","0.2",0.1,"Input: true",38,0.122785585429519
"DupTree","0.2",0.1,"Input: true",38,0.0656257512280718
"A-Pro","0.2",0.1,"Input: true",38,0.0295930710062385
"MulRF","1",0.1,"Input: true",38,0.112580674923956
"DupTree","1",0.1,"Input: true",38,0.0591837224201299
"A-Pro","1",0.1,"Input: true",38,0.0415852024033666
"MulRF","2",0.1,"Input: true",38,0.130351493470371
"DupTree","2",0.1,"Input: true",38,0.0852650898508728
"A-Pro","2",0.1,"Input: true",38,0.0222003603540361
"MulRF","5",0.1,"Input: true",38,0.112099999077618
"DupTree","5",0.1,"Input: true",38,0.0844384393887594
"A-Pro","5",0.1,"Input: true",38,0.0373766225390136
"MulRF","0",0.5,"Input: true",38,0.134213024787605
"DupTree","0",0.5,"Input: true",38,0.0705677003017627
"A-Pro","0",0.5,"Input: true",38,0.03443154563196
"MulRF","0.2",0.5,"Input: true",38,0.106247576531023
"DupTree","0.2",0.5,"Input: true",38,0.0743069475633092
"A-Pro","0.2",0.5,"Input: true",38,0.0304273414146155
"MulRF","1",0.5,"Input: true",38,0.111187876537442
"DupTree","1",0.5,"Input: true",38,0.0864001189707778
"A-Pro","1",0.5,"Input: true",38,0.02089859072119
"MulRF","2",0.5,"Input: true",38,0.126194674838334
"DupTree","2",0.5,"Input: true",38,0.0936645845300518
"A-Pro","2",0.5,"Input: true",38,0.0580879756249487
"MulRF","5",0.5,"Input: true",38,0.147718902900815
"DupTree","5",0.5,"Input: true",38,0.060783168382477
"A-Pro","5",0.5,"Input: true",38,0.0539019699301571
"MulRF","0",1,"Input: true",38,0.135362090207636
"DupTree","0",1,"Input: true",38,0.0723096438567154
"A-Pro","0",1,"Input: true",38,0.0366342011280358
"MulRF","0.2",1,"Input: true",38,0.135536640901119
"DupTree","0.2",1,"Input: true",38,0.0790322067798115
"A-Pro","0.2",1,"Input: true",38,0.0491284506581724
"MulRF","1",1,"Input: true",38,0.17561974124983
"DupTree","1",1,"Input: true",38,0.0951761980191805
"A-Pro","1",1,"Input: true",38,0.0310489496588707
"MulRF","2",1,"Input: true",38,0.142833320144564
"DupTree","2",1,"Input: true",38,0.058440436667297
"A-Pro","2",1,"Input: true",38,0.0460583255719393
"MulRF","5",1,"Input: true",38,0.100432085767388
"DupTree","5",1,"Input: true",38,0.0570262846304104
"A-Pro","5",1,"Input: true",38,0.0556609350815415
"MulRF","0",0,"Input: Est. (100bp)",39,0.172468392532319
"DupTree","0",0,"Input: Est. (100bp)",39,0.0688960827304982
"A-Pro","0",0,"Input: Est. (100bp)",39,0.0270122135989368
"MulRF","0.2",0,"Input: Est. (100bp)",39,0.128294550552964
"DupTree","0.2",0,"Input: Est. (100bp)",39,0.0712122982484289
"A-Pro","0.2",0,"Input: Est. (100bp)",39,0.0367795617226511
"MulRF","1",0,"Input: Est. (100bp)",39,0.161066864486784
"DupTree","1",0,"Input: Est. (100bp)",39,0.0890070888213813
"A-Pro","1",0,"Input: Est. (100bp)",39,0.0234660472907126
"MulRF","2",0,"Input: Est. (100bp)",39,0.159031957518309
"DupTree","2",0,"Input: Est. (100bp)",39,0.0692015097010881
"A-Pro","2",0,"Input: Est. (100bp)",39,0.0257373925112188
"MulRF","5",0,"Input: Est. (100bp)",39,0.106288225036114
"DupTree","5",0,"Input: Est. (100bp)",39,0.05470988888992
"A-Pro","5",0,"Input: Est. (100bp)",39,0.0453419608715922
"MulRF","0",0.1,"Input: Est. (100bp)",39,0.106814992222935
"DupTree","0",0.1,"Input: Est. (100bp)",39,0.0740068424143829
"A-Pro","0",0.1,"Input: Est. (100bp)",39,0.0261548717785627
"MulRF","0.2",0.1,"Input: Est. (100bp)",39,0.149800151064992
"DupTree","0.2",0.1,"Input: Est. (100bp)",39,0.0845706891384907
"A-Pro","0.2",0.1,"Input: Est. (100bp)",39,0.0503861024044454
"MulRF","1",0.1,"Input: Est. (100bp)",39,0.138142549227923
"DupTree","1",0.1,"Input: Est. (100bp)",39,0.0779336323030293
"A-Pro","1",0.1,"Input: Est. (100bp)",39,0.0452544959075749
"MulRF","2",0.1,"Input: Est. (100bp)",39,0.100312869921327
"DupTree","2",0.1,"Input: Est. (100bp)",39,0.0985913262120448
"A-Pro","2",0.1,"Input: Est. (100bp)",39,0.0549209269601852
"MulRF","5",0.1,"Input: Est. (100bp)",39,0.176799459122121
"DupTree","5",0.1,"Input: Est. (100bp)",39,0.064674520958215
"A-Pro","5",0.1,"Input: Est. (100bp)",39,0.036106520537287
"MulRF","0",0.5,"Input: Est. (100bp)",39,0.139201941136271
"DupTree","0",0.5,"Input: Est. (100bp)",39,0.088427047256846
"A-Pro","0",0.5,"Input: Est. (100bp)",39,0.0577545155212283
"MulRF","0.2",0.5,"Input: Est. (100bp)",39,0.108730896562338
"DupTree","0.2",0.5,"Input: Est. (100bp)",39,0.060258522699587
"A-Pro","0.2",0.5,"Input: Est. (100bp)",39,0.0202513029426336
"MulRF","1",0.5,"Input: Est. (100bp)",39,0.123935502339154
"DupTree","1",0.5,"Input: Est. (100bp)",39,0.0539935983368196
"A-Pro","1",0.5,"Input: Est. (100bp)",39,0.057536739083007
"MulRF","2",0.5,"Input: Est. (100bp)",39,0.127961786221713
"DupTree","2",0.5,"Input: Est. (100bp)",39,0.0983729069470428
"A-Pro","2",0.5,"Input: Est. (100bp)",39,0.0367444280348718
"MulRF","5",0.5,"Input: Est. (100bp)",39,0.112206270992756
"DupTree","5",0.5,"Input: Est. (100bp)",39,0.0593630938790739
"A-Pro","5",0.5,"Input: Est. (100bp)",39,0.0458826854359358
"MulRF","0",1,"Input: Est. (100bp)",39,0.133235825132579
"DupTree","0",1,"Input: Est. (100bp)",39,0.0940029982826673
"A-Pro","0",1,"Input: Est. (100bp)",39,0.0273630459327251
